MARKET,ITEMCODE,INAME,IMENUCAT,PRODUCTCAT,PRODUCTFAM
MCDAU,8337,CHB DEAL $4 LSM,Entrée,GLOBAL CORE,CHEESEBURGER
MCDAU,8375,2 CHB & L/FRY $4.95,Combo,GLOBAL CORE,CHEESEBURGER
MCDAU,8381,2 CHB & M/FRY $4.00,Combo,GLOBAL CORE,CHEESEBURGER
MCDAU,8382,2 CHB FOR $3,Combo,GLOBAL CORE,CHEESEBURGER
MCDAU,8384,2 CHB FOR $2,Combo,GLOBAL CORE,CHEESEBURGER
MCDAU,8387,2 CHB & L/FRY,Combo,GLOBAL CORE,CHEESEBURGER
MCDAU,8389,CHB & M/FRIES $2,Combo,GLOBAL CORE,CHEESEBURGER
MCDAU,8405,$5 MED CHB VM,Medium EVM,GLOBAL CORE,CHEESEBURGER
MCDAU,8406,$5.50 LRG CHB VM,Large EVM,GLOBAL CORE,CHEESEBURGER
MCDAU,8495,CHB&MED FRZ COKE $3,Combo,GLOBAL CORE,CHEESEBURGER
MCDAU,8496,CHB&MED FRZ RBRY $3,Combo,GLOBAL CORE,CHEESEBURGER
MCDAU,8527,$2 CHB HPY ML,Happy Meals,GLOBAL CORE,CHEESEBURGER
MCDAU,8840,Party Meal Cheeseburger,Happy Meals,GLOBAL CORE,CHEESEBURGER
MCDAU,8910,PRTY CHB w/FRIES,Happy Meals,GLOBAL CORE,CHEESEBURGER
MCDAU,8911,PRTY CHB w/FRUIT,Happy Meals,GLOBAL CORE,CHEESEBURGER
MCDAU,9024,PARTY H/MEAL CHB,Happy Meals,GLOBAL CORE,CHEESEBURGER
MCDJP,-2101360,EVM - MM - Double Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,-1360,Double Cheeseburger ALC,Entree,GLOBAL CORE,CHEESEBURGER
MCDJP,1020,Cheeseburger ALC,Entree,GLOBAL CORE,CHEESEBURGER
MCDKR,-1202,HM Cheeseburger,HM,GLOBAL CORE,CHEESEBURGER
MCDKR,1010,Cheeseburger - Lg EVM,Large EVM - Rest-Of-Day,GLOBAL CORE,CHEESEBURGER
MCDKR,1110,Cheeseburger - Reg EVM,Regular EVM - Rest-Of-Day,GLOBAL CORE,CHEESEBURGER
MCDKR,1310,Cheeseburger,Entrees,GLOBAL CORE,CHEESEBURGER
MCDKR,2110,Lunch - Cheeseburger - Lg EVM,Large EVM - Lunch,GLOBAL CORE,CHEESEBURGER
MCDKR,2610,Lunch - Cheeseburger - Reg EVM,Regular EVM - Lunch,GLOBAL CORE,CHEESEBURGER
MCDPH,9273,"Package 3: Cheeseburger, apple Pie and Funchum",LSM,GLOBAL CORE,CHEESEBURGER
MCDPH,9274,"Package 3: Cheeseburger, apple Pie and Coke In Can",LSM,GLOBAL CORE,CHEESEBURGER
MCDPH,-7067,Cheeseburger Med EVM,Med EVM,GLOBAL CORE,CHEESEBURGER
MCDPH,-7064,Cheeseburger Sml EVM,Reg EVM,GLOBAL CORE,CHEESEBURGER
MCDPH,-7020,Cheeseburger Sml EVM (McSaver),Reg EVM,GLOBAL CORE,CHEESEBURGER
MCDPH,-4404,Cheeseburger Med EVM,Med EVM,GLOBAL CORE,CHEESEBURGER
MCDPH,-4403,Double Cheeseburger Med EVM,Med EVM,GLOBAL CORE,CHEESEBURGER
MCDPH,8590,McCelebration Party Package - Cheeseburger w/ McSpaghetti & Reg Drink,Combo,GLOBAL CORE,CHEESEBURGER
MCDPH,8667,Metrobank - Cheeseburger + Reg Fries,LSM,GLOBAL CORE,CHEESEBURGER
MCDJP,1001360,EVM - SS - Double Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1011020,Kasazu CPN - EVM - SS - Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1011360,Kasazu CPN - EVM - SS - Double Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1021020,MSM CPN - EVM - SS - Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1021360,MSM CPN - EVM - SS - Double Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1031020,EVM - SS - Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1031360,EVM - SS - Double Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1101360,EVM - SM - Double Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1201360,EVM - SL - Double Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1301360,EVM - SSp - Double Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1311020,Kasazu CPN - EVM - SSp - Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1311360,Kasazu CPN - EVM - SSp - Double Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1321020,MSM CPN - EVM - SSp - Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1321360,MSM CPN - EVM - SSp - Double Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1331020,EVM - SSp - Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,1331360,EVM - SSp - Double Cheeseburger,EVM (S),GLOBAL CORE,CHEESEBURGER
MCDJP,2001020,EVM - MS - Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2001360,EVM - MS - Double Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2101020,EVM - MM - Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2111020,Kasazu CPN - EVM - MM - Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDPH,4254,Double Cheeseburger Deluxe,Entrees,GLOBAL CORE,CHEESEBURGER
MCDPH,4255,Double Cheeseburger Deluxe Sml EVM,Reg EVM,GLOBAL CORE,CHEESEBURGER
MCDPH,4256,Cheeseburger Deluxe Regular McSaver,Reg EVM,GLOBAL CORE,CHEESEBURGER
MCDPH,4258,Cheeseburger Deluxe,Entrees,GLOBAL CORE,CHEESEBURGER
MCDPH,8347,David Concert -Cheeseburger,LSM,GLOBAL CORE,CHEESEBURGER
MCDPH,8348,David Concert -Double Cheeseburger,LSM,GLOBAL CORE,CHEESEBURGER
MCDPH,5006,BOG - Cheeseburger,Coupons & Natl Promo,GLOBAL CORE,CHEESEBURGER
MCDPH,-7510,Double Cheeseburger Sml EVM,Reg EVM,GLOBAL CORE,CHEESEBURGER
MCDPH,1335,Double Cheeseburger Deluxe (MDS),Entrees,GLOBAL CORE,CHEESEBURGER
MCDJP,2111360,Kasazu CPN - EVM - MM - Double Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2121020,MSM CPN - EVM - MM - Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2121360,MSM CPN - EVM - MM - Double Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2131020,EVM - MM - Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2131360,EVM - MM - Double Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2141020,Other CPN - EVM - MM - Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2191360,EVM - MM - Double Cheeseburger NP,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2201020,EVM - ML - Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2201360,EVM - ML - Double Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2241020,Other CPN - EVM - ML - Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2241360,Other CPN - EVM - ML - Double Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2301020,EVM - MSp - Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDPH,1556,Cheeseburger Deluxe,Entrees,GLOBAL CORE,CHEESEBURGER
MCDPH,1488,Cheeseburger Deluxe Sml EVM (MDS),Reg EVM,GLOBAL CORE,CHEESEBURGER
MCDPH,1489,Double Cheeseburger Deluxe Sml EVM (MDS),Reg EVM,GLOBAL CORE,CHEESEBURGER
MCDPH,-2030,Double Cheeseburger,Entrees,GLOBAL CORE,CHEESEBURGER
MCDPH,-2010,Cheeseburger,Entrees,GLOBAL CORE,CHEESEBURGER
MCDID,-2389,Triple Cheeseburger Large EVM,Large EVM,GLOBAL CORE,CHEESEBURGER
MCDID,-2387,Double Cheeseburger Large EVM,Large EVM,GLOBAL CORE,CHEESEBURGER
MCDID,-2383,Cheeseburger Large EVM,Large EVM,GLOBAL CORE,CHEESEBURGER
MCDID,-2379,Triple Cheeseburger Reg EVM,Regular EVM,GLOBAL CORE,CHEESEBURGER
MCDID,-2373,Double Cheeseburger Reg EVM,Regular EVM,GLOBAL CORE,CHEESEBURGER
MCDID,-2369,Cheeseburger Reg EVM,Regular EVM,GLOBAL CORE,CHEESEBURGER
MCDID,-2135,Cheeseburger Happy Meal,Happy Meals,GLOBAL CORE,CHEESEBURGER
MCDID,-2020,Double Cheeseburger,Entrees,GLOBAL CORE,CHEESEBURGER
MCDID,-2010,Cheeseburger,Entrees,GLOBAL CORE,CHEESEBURGER
MCDID,-2006,Triple Cheeseburger,Entrees,GLOBAL CORE,CHEESEBURGER
MCDID,2082,Cheeseburger Happy Meal (Market Test),Happy Meals,GLOBAL CORE,CHEESEBURGER
MCDID,2126,Cheeseburger Happy Meal w/ Fries,Happy Meals,GLOBAL CORE,CHEESEBURGER
MCDID,2153,Cheeseburger Happy Meal w/ Happy Jus,Happy Meals,GLOBAL CORE,CHEESEBURGER
MCDJP,2301360,EVM - MSp - Double Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2311020,Kasazu CPN - EVM - MSp - Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2311360,Kasazu CPN - EVM - MSp - Double Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2321020,MSM CPN - EVM - MSp - Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2321360,MSM CPN - EVM - MSp - Double Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2331020,EVM - MSp - Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2331360,EVM - MSp - Double Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2341020,Other CPN - EVM - MSp - Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2341360,Other CPN - EVM - MSp - Double Cheeseburger,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,2391360,EVM - MSp - Double Cheeseburger NP,EVM (M),GLOBAL CORE,CHEESEBURGER
MCDJP,3001360,EVM - LS - Double Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3101020,EVM - LM - Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3101360,EVM - LM - Double Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3141020,Other CPN - EVM - LM - Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3141360,Other CPN - EVM - LM - Double Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3201020,EVM - LL - Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3201360,EVM - LL - Double Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3211360,Kasazu CPN - EVM - LL - Double Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3221360,MSM CPN - EVM - LL - Double Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3231360,EVM - LL - Double Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3241020,Other CPN - EVM - LL - Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3241360,Other CPN - EVM - LL - Double Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3301020,EVM - LSp - Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3301360,EVM - LSp - Double Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3311360,Kasazu CPN - EVM - LSp - Double Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3321360,MSM CPN - EVM - LSp - Double Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3331360,EVM - LSp - Double Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3341020,Other CPN - EVM - LSp - Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,3341360,Other CPN - EVM - LSp - Double Cheeseburger,EVM (L),GLOBAL CORE,CHEESEBURGER
MCDJP,4001020,EVM - SalS - Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4001360,EVM - SalS - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4101020,EVM - SalM - Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4101360,EVM - SalM - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4141020,Other CPN - EVM - SalM - Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4141360,Other CPN - EVM - SalM - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4201020,EVM - SalL - Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4201360,EVM - SalL - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4241020,Other CPN - EVM - SalL - Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4241360,Other CPN - EVM - SalL - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4301020,EVM - SalSp - Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4301360,EVM - SalSp - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4341020,Other CPN - EVM - SalSp - Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4341360,Other CPN - EVM - SalSp - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4801360,EVM - SpSp - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,4841360,Other CPN - EVM - SpSp - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,5701020,EVM - LSpL - Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,6111360,Kasazu CPN - EVM - MSpM - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,6131360,EVM - MSpM - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,6301360,EVM - MSpSp - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDCN,-4008,Double CheeseBurger Large Lunch EVM,Lunch-Large EVM,GLOBAL CORE,CHEESEBURGER
MCDCN,-3982,Double Cheeseburger Large EVM,Large EVM,GLOBAL CORE,CHEESEBURGER
MCDCN,-3473,Cheeseburger Happy Meal,Happy Meals,GLOBAL CORE,CHEESEBURGER
MCDCN,-1838,Double Cheeseburger Medium EVM,Medium EVM,GLOBAL CORE,CHEESEBURGER
MCDCN,-1326,Double Cheeseburger Medium EVM (Twister Fries),Medium EVM,GLOBAL CORE,CHEESEBURGER
MCDCN,-1010,Cheeseburger,Entree,GLOBAL CORE,CHEESEBURGER
MCDJP,6311360,Kasazu CPN - EVM - MSpSp - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,6331360,EVM - MSpSp - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,6341360,Other CPN - EVM - MSpSp - Double Cheeseburger,EVM (SP),GLOBAL CORE,CHEESEBURGER
MCDJP,8001020,HM - SS - Cheeseburger,HM,GLOBAL CORE,CHEESEBURGER
MCDJP,8001360,HM - SS - Double Cheeseburger,HM,GLOBAL CORE,CHEESEBURGER
MCDJP,8011020,Kasazu CPN - HM - SS - Cheeseburger,HM,GLOBAL CORE,CHEESEBURGER
MCDJP,8021020,MSM CPN - HM - SS - Cheeseburger,HM,GLOBAL CORE,CHEESEBURGER
MCDJP,8031020,HM - SS - Cheeseburger,HM,GLOBAL CORE,CHEESEBURGER
MCDJP,8041020,Other CPN - HM - SS - Cheeseburger,HM,GLOBAL CORE,CHEESEBURGER
MCDJP,8091020,HM - SS - Cheeseburger NP,HM,GLOBAL CORE,CHEESEBURGER
MCDJP,8101020,HM - SSp - Cheeseburger,HM,GLOBAL CORE,CHEESEBURGER
MCDJP,8101360,HM - SSp - Double Cheeseburger,HM,GLOBAL CORE,CHEESEBURGER
MCDJP,8111020,Kasazu CPN - HM - SSp - Cheeseburger,HM,GLOBAL CORE,CHEESEBURGER
MCDJP,8121020,MSM CPN - HM - SSp - Cheeseburger,HM,GLOBAL CORE,CHEESEBURGER
MCDJP,8131020,HM - SSp - Cheeseburger,HM,GLOBAL CORE,CHEESEBURGER
MCDJP,8191020,HM - SSp - Cheeseburger NP,HM,GLOBAL CORE,CHEESEBURGER
MCDJP,9101020,Combi - Fry - S - Cheeseburger,Fry Combi,GLOBAL CORE,CHEESEBURGER
MCDJP,9301360,Combi - Fry - L - Double Cheeseburger,Fry Combi,GLOBAL CORE,CHEESEBURGER
MCDJP,9531020,Combi - Drink - S - Cheeseburger,Drink Combi,GLOBAL CORE,CHEESEBURGER
MCDJP,9611360,Kasazu CPN - Combi - Drink - M - Double Cheeseburger,Drink Combi,GLOBAL CORE,CHEESEBURGER
MCDJP,9621360,MSM CPN - Combi - Drink - M - Double Cheeseburger,Drink Combi,GLOBAL CORE,CHEESEBURGER
MCDJP,9631360,Combi - Drink - M - Double Cheeseburger,Drink Combi,GLOBAL CORE,CHEESEBURGER
MCDSG,-123590,Double Cheeseburger Large EVM,Large EVM,GLOBAL CORE,CHEESEBURGER
MCDSG,-123304,Double Cheeseburger Large EVM (Lunch),Lunch - Large EVM,GLOBAL CORE,CHEESEBURGER
MCDSG,-113406,Double Cheeseburger Medium EVM  (Lunch),Lunch - Regular EVM,GLOBAL CORE,CHEESEBURGER
MCDSG,-113395,Double Cheeseburger Medium EVM,Regular EVM,GLOBAL CORE,CHEESEBURGER
MCDSG,-113050,HM Cheeseburger,Happy Meal,GLOBAL CORE,CHEESEBURGER
MCDSG,100200,Cheeseburger,Entree,GLOBAL CORE,CHEESEBURGER
MCDSG,100300,Double Cheeseburger,Entree,GLOBAL CORE,CHEESEBURGER
MCDSG,113036,Party HM - CHB + HB,Happy Meal,GLOBAL CORE,CHEESEBURGER
MCDCN,2309,HBM-CheeseBurger+M.Nestea,Discount Combo,GLOBAL CORE,CHEESEBURGER
MCDJP,9811360,Kasazu CPN - Combi - Drink -SP - Double Cheeseburger,Drink Combi,GLOBAL CORE,CHEESEBURGER
MCDJP,9831020,Combi - Drink -SP - Cheeseburger,Drink Combi,GLOBAL CORE,CHEESEBURGER
MCDJP,9831360,Combi - Drink -SP - Double Cheeseburger,Drink Combi,GLOBAL CORE,CHEESEBURGER
MCDJP,11101020,Family Bundle B - Upsize/Downsize - Cheeseburger,Family Bundle B,GLOBAL CORE,CHEESEBURGER
MCDJP,11111020,Kasazu CPN - Family Bundle B - Upsize/Downsize - Cheeseburger,Family Bundle B,GLOBAL CORE,CHEESEBURGER
MCDJP,11121020,MSM CPN - Family Bundle B - Upsize/Downsize - Cheeseburger,Family Bundle B,GLOBAL CORE,CHEESEBURGER
MCDJP,12011020,Kasazu CPN - 1EVM-1HM Bundle - Base - Cheeseburger,Family Bundle Other,GLOBAL CORE,CHEESEBURGER
MCDJP,12021020,MSM CPN - 1EVM-1HM Bundle - Base - Cheeseburger,Family Bundle Other,GLOBAL CORE,CHEESEBURGER
MCDJP,12031020,1EVM-1HM Bundle - Base - Cheeseburger,Family Bundle Other,GLOBAL CORE,CHEESEBURGER
MCDJP,12111020,Kasazu CPN - 1EVM-1HM Bundle - Upsize - Cheeseburger,Family Bundle Other,GLOBAL CORE,CHEESEBURGER
MCDJP,12121020,MSM CPN - 1EVM-1HM Bundle - Upsize - Cheeseburger,Family Bundle Other,GLOBAL CORE,CHEESEBURGER
MCDJP,12131020,1EVM-1HM Bundle - Upsize - Cheeseburger,Family Bundle Other,GLOBAL CORE,CHEESEBURGER
MCDNZ,-2472,LRG 2xCHEESEBURGER CB,Large EVM,GLOBAL CORE,CHEESEBURGER
MCDNZ,-2471,MED 2xCHEESEBURGER CB,Medium EVM,GLOBAL CORE,CHEESEBURGER
MCDNZ,-21,LGE CHEESEBURGER,Large EVM,GLOBAL CORE,CHEESEBURGER
MCDNZ,-20,MED CHEESEBURGER,Medium EVM,GLOBAL CORE,CHEESEBURGER
MCDNZ,-11,CHEESEBURGER HAPPY MEAL,Happy Meal,GLOBAL CORE,CHEESEBURGER
MCDNZ,2,CHEESEBURGER,Entrée,GLOBAL CORE,CHEESEBURGER
MCDNZ,47,2 CHEESEBURGERS FOR $2.50,Combo,GLOBAL CORE,CHEESEBURGER
MCDNZ,151,CHEESEBURGER LSM,Entrée,GLOBAL CORE,CHEESEBURGER
MCDNZ,161,2 CHEESEBURGERS LSM,Combo,GLOBAL CORE,CHEESEBURGER
MCDNZ,336,CHEESEBURGER - O/N,Entrée,GLOBAL CORE,CHEESEBURGER
MCDNZ,337,CHEESEBURGER COMBO,Combo,GLOBAL CORE,CHEESEBURGER
MCDNZ,425,$1 CHEESEBURGER,Entrée,GLOBAL CORE,CHEESEBURGER
MCDNZ,438,$1.50 CHEESEBURGER,Entrée,GLOBAL CORE,CHEESEBURGER
MCDNZ,720,LSM CHEESEBURGER,Entrée,GLOBAL CORE,CHEESEBURGER
MCDSG,113471,KKH Cheeseburger Corn Medium EVM,Regular EVM,GLOBAL CORE,CHEESEBURGER
MCDSG,113478,KKH Double Cheeseburger Corn Medium EVM,Regular EVM,GLOBAL CORE,CHEESEBURGER
MCDSG,113488,KKH Double Cheeseburger Corn Medium EVM (Lunch),Lunch - Regular EVM,GLOBAL CORE,CHEESEBURGER
MCDSG,114003,Double Cheeseburger Medium EVM w/Twister Fries,Regular EVM,GLOBAL CORE,CHEESEBURGER
MCDSG,124003,Double Cheeseburger Large EVM w/Twister Fries,Large EVM,GLOBAL CORE,CHEESEBURGER
MCDTW,-77663,Z-Evm-Double Cheese Burger,EVM,GLOBAL CORE,CHEESEBURGER
MCDTW,-75239,Z-HPM-Cheese Burger,Happy Meals,GLOBAL CORE,CHEESEBURGER
MCDTW,-35402,VD-Double Cheeseburger,EVM Value Dinner,GLOBAL CORE,CHEESEBURGER
MCDTW,-7663,EVM-Double Cheeseburger,EVM,GLOBAL CORE,CHEESEBURGER
MCDTW,-5742,VL-Double Cheeseburger,EVM Value Lunch,GLOBAL CORE,CHEESEBURGER
MCDTW,-5212,HPM-Cheese Burger,Happy Meals,GLOBAL CORE,CHEESEBURGER
MCDTW,1028,Cheese Burger,Entrees,GLOBAL CORE,CHEESEBURGER
MCDTW,1044,Double Cheeseburger,Entrees,GLOBAL CORE,CHEESEBURGER
MCDJP,14101020,2 Entree EVM - Upsize - Cheeseburger,Other Bundle,GLOBAL CORE,CHEESEBURGER
MCDJP,14101360,2 Entree EVM - Upsize - Double Cheeseburger,Other Bundle,GLOBAL CORE,CHEESEBURGER
MCDJP,14141020,Other CPN - 2 Entree EVM - Upsize - Cheeseburger,Other Bundle,GLOBAL CORE,CHEESEBURGER
MCDJP,15101360,Family Bundle - 2E/3S/2D/1DS - Double Cheeseburger,Other Bundle,GLOBAL CORE,CHEESEBURGER
MCDJP,15201360,Family Bundle - 3E/4S/3D/2DS - Double Cheeseburger,Other Bundle,GLOBAL CORE,CHEESEBURGER
MCDJP,15241360,Other CPN - Family Bundle - 3E/4S/3D/2DS - Double Cheeseburger,Other Bundle,GLOBAL CORE,CHEESEBURGER
MCDJP,15401360,Family Bundle - 2E/3S/3D - Double Cheeseburger,Other Bundle,GLOBAL CORE,CHEESEBURGER
MCDJP,15501360,Family Bundle - 3E/6S/3D - Double Cheeseburger,Other Bundle,GLOBAL CORE,CHEESEBURGER
MCDJP,15541360,Other CPN - Family Bundle - 3E/6S/3D - Double Cheeseburger,Other Bundle,GLOBAL CORE,CHEESEBURGER
MCDJP,15601020,Family Bundle - 3E/4S/3D/1T - Cheeseburger,Other Bundle,GLOBAL CORE,CHEESEBURGER
MCDJP,15801360,Family Bundle - 2E/4S/2D - Double Cheeseburger,Other Bundle,GLOBAL CORE,CHEESEBURGER
MCDJP,16001360,Family Bundle - 3E/5S/3D/1DS - Double Cheeseburger,Family Bundle Other,GLOBAL CORE,CHEESEBURGER
MCDJP,16041360,Other CPN - Family Bundle - 3E/5S/3D/1DS - Double Cheeseburger,Family Bundle Other,GLOBAL CORE,CHEESEBURGER
MCDJP,16101360,Family Bundle - 3E/4S/4D/1DS - Double Cheeseburger,Family Bundle Other,GLOBAL CORE,CHEESEBURGER
MCDJP,16141360,Other CPN - Family Bundle - 3E/4S/4D/1DS - Double Cheeseburger,Family Bundle Other,GLOBAL CORE,CHEESEBURGER
MCDJP,80201360,Multi ALC x2 - Double Cheeseburger,Multipe ALC Bundle,GLOBAL CORE,CHEESEBURGER
MCDJP,99601020,ALC w/Condiment - Cheeseburger,Entree,GLOBAL CORE,CHEESEBURGER
MCDNZ,2480,SML 2xCHB VM NP6,Small EVM,GLOBAL CORE,CHEESEBURGER
MCDTW,5409,CP $30 Double Cheese Burge,Entrees,GLOBAL CORE,CHEESEBURGER
MCDJP,99601360,ALC w/Condiment - Double Cheeseburger,Entree,GLOBAL CORE,CHEESEBURGER
MCDJP,99811020,Kasazu CPN - ALC Set - Cheeseburger,Entree,GLOBAL CORE,CHEESEBURGER
MCDJP,99811360,Kasazu CPN - ALC Set - Double Cheeseburger,Entree,GLOBAL CORE,CHEESEBURGER
MCDNZ,5301,CHB SML FRIES $3,Combo,GLOBAL CORE,CHEESEBURGER
MCDTW,5922,CP $35 Double Cheese Burge,Entrees,GLOBAL CORE,CHEESEBURGER
MCDCN,5912,SCFB + CHB + 2 s.Coke,Discount Combo,GLOBAL CORE,CHEESEBURGER
MCDJP,99821020,MSM CPN - ALC Set - Cheeseburger,Entree,GLOBAL CORE,CHEESEBURGER
MCDJP,99821360,MSM CPN - ALC Set - Double Cheeseburger,Entree,GLOBAL CORE,CHEESEBURGER
MCDJP,99831020,ALC Set - Cheeseburger,Entree,GLOBAL CORE,CHEESEBURGER
MCDJP,99831360,ALC Set - Double Cheeseburger,Entree,GLOBAL CORE,CHEESEBURGER
MCDNZ,8100,$3 CHEESEBGR COMBO MED FCB,Combo,GLOBAL CORE,CHEESEBURGER
MCDNZ,8101,$3 CHEESEBGR COMBO SML SD,Combo,GLOBAL CORE,CHEESEBURGER
MCDNZ,8102,$3 CHEESEBGR COMBO MINI FCB,Combo,GLOBAL CORE,CHEESEBURGER
MCDNZ,8103,$3 CHBGR COMBO SML HOT DRINK,Combo,GLOBAL CORE,CHEESEBURGER
MCDNZ,8110,$4 CHEESEBGR COMBO MINI FCB,Combo,GLOBAL CORE,CHEESEBURGER
