MARKET,ITEMCODE,INAME,IMENUCAT,PRODUCTCAT,PRODUCTFAM
MCDJP,99803604,ALC Set - Qoo (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99803605,ALC Set - Qoo (L),Cold Drinks,OTHERS,OTHERS
MCDJP,99803722,ALC Set - Hot Tea w/Lemon (M),Hot Drinks,OTHERS,OTHERS
MCDJP,99803733,ALC Set - Earl Gray Ice Tea w/ Milk (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99803736,ALC Set - Earl Gray Ice Tea w/ Lemon (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99803739,ALC Set - Earl Gray Ice Tea (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99803741,ALC Set - Hot Tea w/Milk (M),Hot Drinks,OTHERS,OTHERS
MCDJP,99803758,ALC Set - McCafeLatte (S),Hot Drinks,OTHERS,OTHERS
MCDJP,99803759,ALC Set - McCafeLatte (M),Hot Drinks,OTHERS,OTHERS
MCDJP,99803762,ALC Set - McCappuccino (S),Hot Drinks,OTHERS,OTHERS
MCDJP,99803763,ALC Set - McCappuccino (M),Hot Drinks,OTHERS,OTHERS
MCDJP,99803764,ALC Set - McCafeMocha (S),Hot Drinks,OTHERS,OTHERS
MCDJP,99803765,ALC Set - McCafeMocha M),Hot Drinks,OTHERS,OTHERS
MCDJP,99803768,ALC Set - McCaramelLatte (S),Hot Drinks,OTHERS,OTHERS
MCDJP,99803769,ALC Set - McCaramelLatte (M),Hot Drinks,OTHERS,OTHERS
MCDJP,99803774,ALC Set - McIcedCafeLatte (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99803775,ALC Set - McIcedCafeLatte (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99803776,ALC Set - McIcedCafeMocha (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99803777,ALC Set - McIcedCafeMocha (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99803778,ALC Set - McIcedCaramelLatte (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99803779,ALC Set - McIcedCaramelLatte (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99803781,ALC Set - Premium Iced Coffee (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99805010,ALC Set - Hash Potato,Breakfast Sides,OTHERS,OTHERS
MCDJP,99811050,Kasazu CPN - ALC Set - McPork,Entree,OTHERS,OTHERS
MCDJP,99811054,Kasazu CPN - ALC Set - Chicken Crisp,Entree,OTHERS,OTHERS
MCDJP,99811071,Kasazu CPN - ALC Set - Teriyaki Mac Burger,Entree,OTHERS,OTHERS
MCDJP,99811075,Kasazu CPN - ALC Set - Teriyaki Egg Burger,Entree,OTHERS,OTHERS
MCDJP,99811076,Kasazu CPN - ALC Set - Cheese Teriyaki Egg Burger,Entree,OTHERS,OTHERS
MCDJP,99811091,Kasazu CPN - ALC Set - Chicken Tatsuta,Entree,OTHERS,OTHERS
MCDJP,99811092,Kasazu CPN - ALC Set - Tatsuta Wafuoroshi,Entree,OTHERS,OTHERS
MCDJP,99811258,Kasazu CPN - ALC Set - Teriyaki Juicy Chicken Filet-O,Entree,OTHERS,OTHERS
MCDJP,99811417,Kasazu CPN - ALC Set - Chicken Burger Salt & Lemon,Entree,OTHERS,OTHERS
MCDJP,99811512,Kasazu CPN - ALC Set - Gratin Croquette Burger,Entree,OTHERS,OTHERS
MCDJP,99811515,Kasazu CPN - ALC Set - Demi Cheese Gratin Croquette Burger,Entree,OTHERS,OTHERS
MCDJP,99811560,Kasazu CPN - ALC Set - Tsukimi Burger,Entree,OTHERS,OTHERS
MCDJP,99811561,Kasazu CPN - ALC Set - Cheese Tsukimi Burger,Entree,OTHERS,OTHERS
MCDJP,99812085,Kasazu CPN - ALC Set - Shaka Shaka Chicken,Sides,OTHERS,OTHERS
MCDJP,99812090,Kasazu CPN - ALC Set - Shaka Shaka Juicy Chicken,Sides,OTHERS,OTHERS
MCDJP,99812190,Kasazu CPN - ALC Set - Juicy Chicken Select,Sides,OTHERS,OTHERS
MCDJP,99812604,Kasazu CPN - ALC Set - Sweet Corn,Sides,OTHERS,OTHERS
MCDJP,99813011,Kasazu CPN - ALC Set - Shake Strawberry (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99813030,Kasazu CPN - ALC Set - Shake Vanilla (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99813031,Kasazu CPN - ALC Set - Shake Vanilla (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99813091,Kasazu CPN - ALC Set - Banana Shake (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99813110,Kasazu CPN - ALC Set - Coke (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99813120,Kasazu CPN - ALC Set - Coke (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99813150,Kasazu CPN - ALC Set - Coke (L),Cold Drinks,OTHERS,OTHERS
MCDJP,99813160,Kasazu CPN - ALC Set - Sprite (S),Pending,OTHERS,OTHERS
MCDJP,99813170,Kasazu CPN - ALC Set - Sprite (M),Hot Drinks,OTHERS,OTHERS
MCDJP,99813211,Kasazu CPN - ALC Set - McFloat Coffee,Desserts,OTHERS,OTHERS
MCDJP,99813212,Kasazu CPN - ALC Set - McFloat Coke,Desserts,OTHERS,OTHERS
MCDJP,99813310,Kasazu CPN - ALC Set - Orange Juice (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99813320,Kasazu CPN - ALC Set - Orange Juice (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99813322,Kasazu CPN - ALC Set - Orange Juice (L),Cold Drinks,OTHERS,OTHERS
MCDJP,99813331,Kasazu CPN - ALC Set - Coca-Cola Zero (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99813332,Kasazu CPN - ALC Set - Coca-Cola Zero (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99813333,Kasazu CPN - ALC Set - Coca-Cola Zero (L),Cold Drinks,OTHERS,OTHERS
MCDJP,99813400,Kasazu CPN - ALC Set - Fanta Grape (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99813402,Kasazu CPN - ALC Set - Fanta Grape (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99813405,Kasazu CPN - ALC Set - Fanta Grape (L),Cold Drinks,OTHERS,OTHERS
MCDJP,99813472,Kasazu CPN - ALC Set - Sokenbi-Cha (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99813473,Kasazu CPN - ALC Set - Sokenbi-Cha (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99813474,Kasazu CPN - ALC Set - Sokenbi-Cha (L),Cold Drinks,OTHERS,OTHERS
MCDJP,99813480,Kasazu CPN - ALC Set - Cup Milk,Cold Drinks,OTHERS,OTHERS
MCDJP,99813501,Kasazu CPN - ALC Set - Blend Coffee (S),Hot Drinks,OTHERS,OTHERS
MCDJP,99813528,Kasazu CPN - ALC Set - Brend (M),Hot Drinks,OTHERS,OTHERS
MCDJP,99813530,Kasazu CPN - ALC Set - Iced Cafe Au Lait,Cold Drinks,OTHERS,OTHERS
MCDJP,99813547,Kasazu CPN - ALC Set - Iced Cafe (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99813548,Kasazu CPN - ALC Set - Iced Cafe (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99813549,Kasazu CPN - ALC Set - Iced Cafe (L),Cold Drinks,OTHERS,OTHERS
MCDJP,99813601,Kasazu CPN - ALC Set - Ginger Ale (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99813603,Kasazu CPN - ALC Set - Qoo (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99813604,Kasazu CPN - ALC Set - Qoo (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99813605,Kasazu CPN - ALC Set - Qoo (L),Cold Drinks,OTHERS,OTHERS
MCDJP,99813617,Kasazu CPN - ALC Set - McCafeLatte (M),Hot Drinks,OTHERS,OTHERS
MCDJP,99813671,Kasazu CPN - ALC Set - McIcedCafeLatte (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99813721,Kasazu CPN - ALC Set - Hot Tea w/Lemon,Hot Drinks,OTHERS,OTHERS
MCDJP,99813722,Kasazu CPN - ALC Set - Hot Tea w/Lemon (M),Hot Drinks,OTHERS,OTHERS
MCDJP,99813731,Kasazu CPN - ALC Set - Hot Tea w/Milk,Hot Drinks,OTHERS,OTHERS
MCDJP,99813732,Kasazu CPN - ALC Set - Earl Gray Ice Tea w/Milk (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99813733,Kasazu CPN - ALC Set - Earl Gray Ice Tea w/ Milk (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99813734,Kasazu CPN - ALC Set - Earl Gray Ice Tea w/ Milk (L),Cold Drinks,OTHERS,OTHERS
MCDJP,99813735,Kasazu CPN - ALC Set - Earl Gray Ice Tea w/ Lemon (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99813736,Kasazu CPN - ALC Set - Earl Gray Ice Tea w/ Lemon (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99813737,Kasazu CPN - ALC Set - Earl Gray Ice Tea w/ Lemon (L),Cold Drinks,OTHERS,OTHERS
MCDJP,99813738,Kasazu CPN - ALC Set - Earl Gray Ice Tea (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99813739,Kasazu CPN - ALC Set - Earl Gray Ice Tea (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99813740,Kasazu CPN - ALC Set - Earl Gray Ice Tea (L),Cold Drinks,OTHERS,OTHERS
MCDJP,99813741,Kasazu CPN - ALC Set - Hot Tea w/Milk (M),Hot Drinks,OTHERS,OTHERS
MCDJP,99813758,Kasazu CPN - ALC Set - McCafeLatte (S),Hot Drinks,OTHERS,OTHERS
MCDJP,99813768,Kasazu CPN - ALC Set - McCaramelLatte (S),Hot Drinks,OTHERS,OTHERS
MCDJP,99813774,Kasazu CPN - ALC Set - McIcedCafeLatte (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99813780,Kasazu CPN - ALC Set - Premium Iced Coffee (S),Cold Drinks,OTHERS,OTHERS
MCDJP,99813781,Kasazu CPN - ALC Set - Premium Iced Coffee (M),Cold Drinks,OTHERS,OTHERS
MCDJP,99815010,Kasazu CPN - ALC Set - Hash Potato,Breakfast Sides,OTHERS,OTHERS
MCDJP,99819308,Kasazu CPN - #99819308,Other Coupon,OTHERS,OTHERS
MCDJP,99819316,Kasazu CPN - #99819316,HM,OTHERS,OTHERS
MCDJP,99819403,Kasazu CPN - #99819403,HM,OTHERS,OTHERS
MCDJP,99819410,Kasazu CPN - #99819410,HM,OTHERS,OTHERS
MCDJP,99819418,Kasazu CPN - #99819418,Other Coupon,OTHERS,OTHERS
MCDJP,99819456,Kasazu CPN - #99819456,HM,OTHERS,OTHERS
MCDNZ,3457,PUMPKIN QUICHE,McCafe Sandwiches,OTHERS,OTHERS
MCDNZ,3500,CARROT CAKE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3501,CUSTARD TART,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3502,MINI BLUEBRY CHSCAKE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3503,NEW CARROT CAKE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3505,DOUBLE CHOC CAK,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3509,PROMO CUPCAKE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3512,PROMO CUPCAKE DL,McCafe Deal,OTHERS,OTHERS
MCDNZ,3533,ANZAC COOKIE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3538,AFGHAN COOKIE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3539,CHOC CHUNK COOKIE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3560,EXTRA MARSH,Add-ons,OTHERS,OTHERS
MCDNZ,3561,MC Beef Sausage Roll,McCafe Sandwiches,OTHERS,OTHERS
MCDNZ,3562,MC Chicken Sausage Roll,McCafe Sandwiches,OTHERS,OTHERS
MCDNZ,3591,MC TART PECAN,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3604,$1.50 MED CAPPU,McCafe Hot,OTHERS,OTHERS
MCDNZ,3606,$1.50 MED LATTE,McCafe Hot,OTHERS,OTHERS
MCDNZ,3607,$1.50 MED FLAT WHITE,McCafe Hot,OTHERS,OTHERS
MCDNZ,3608,$1.50 MED LONG BLACK,McCafe Hot,OTHERS,OTHERS
MCDNZ,3625,MCCAFE COFFEE MUG,Non Product,OTHERS,OTHERS
MCDNZ,3630,CYBER 15,Non Product,OTHERS,OTHERS
MCDNZ,3635,CYBER 30,Non Product,OTHERS,OTHERS
MCDNZ,3640,CYBER 60,Non Product,OTHERS,OTHERS
MCDNZ,3655,RASPBERRY CHEESECAKE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3656,CHOC BROWNIE SLICE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3657,WARM DBL CHOC CAKE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3658,COOKIES CRM CHSCAKE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3659,CHOC BROWNIE SLICE DEAL,McCafe Deal,OTHERS,OTHERS
MCDNZ,3756,SML MIGHTY ANGUS VM,Small EVM,OTHERS,OTHERS
MCDNZ,3761,CHEESE SCONE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3762,LAMINGTON,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3770,DATE SCONE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3772,VANILLA ALMOND CAKE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3773,HUMMINGBIRD MUFFIN,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3774,STRAWBERRIES CREAM CAKE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3775,VOGEL FRUIT TOAST,McCafe Sandwiches,OTHERS,OTHERS
MCDNZ,3776,VOGEL FRUIT TOAST DEAL,McCafe Deal,OTHERS,OTHERS
MCDNZ,3800,CHAI LATTE,McCafe Hot,OTHERS,OTHERS
MCDNZ,3810,SLICE CITRUS CAFE,McCafe Pastries,OTHERS,OTHERS
MCDNZ,3811,MC HAM CLUB SANDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDNZ,3812,MC CHICKEN CLUB SANDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDNZ,3900,TEA EARL GREY,McCafe Hot,OTHERS,OTHERS
MCDNZ,3901,TEA ENGLISH BREAKFAST,McCafe Hot,OTHERS,OTHERS
MCDNZ,3902,TEA LEMON GINGER,McCafe Hot,OTHERS,OTHERS
MCDNZ,3903,TEA CHAMOMILE,McCafe Hot,OTHERS,OTHERS
MCDNZ,3907,TEA PEPPERMINT,McCafe Hot,OTHERS,OTHERS
MCDNZ,3908,TEA GREEN,McCafe Hot,OTHERS,OTHERS
MCDNZ,3965,SMC PIE ,Entrée,OTHERS,OTHERS
MCDNZ,3975,MED SMC PIE SLD COMBO,Medium EVM,OTHERS,OTHERS
MCDNZ,4040,MED CAPPUCCINO LSM,McCafe Hot,OTHERS,OTHERS
MCDNZ,4041,MED FLAT WHITE LSM,McCafe Hot,OTHERS,OTHERS
MCDNZ,4042,MED LATTE LSM,McCafe Hot,OTHERS,OTHERS
MCDNZ,4043,$1 MED LONG BLACK,McCafe Hot,OTHERS,OTHERS
MCDNZ,4044,$1 ESPRESSO,McCafe Hot,OTHERS,OTHERS
MCDNZ,4048,MED MOCHACCINO LSM,McCafe Hot,OTHERS,OTHERS
MCDNZ,4103,LGE CHOC CHIP MUFFN COMBO,McCafe Deal,OTHERS,OTHERS
MCDNZ,4114,MED BRAN CAROT MUFFN CMBO,McCafe Deal,OTHERS,OTHERS
MCDNZ,4115,LRG BRAN CAROT MUFFN CMBO,McCafe Deal,OTHERS,OTHERS
MCDNZ,4280,DOUBLE CHEESE - O/N,Entrée,OTHERS,OTHERS
MCDNZ,4286,MED DBL CHEESE SALAD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,4320,DBL BAC BBQ CHB,Entrée,OTHERS,OTHERS
MCDNZ,4322,MED DBL BAC BBQ CHB CB,Medium EVM,OTHERS,OTHERS
MCDNZ,4330,QTR W/BACON,Entrée,OTHERS,OTHERS
MCDNZ,4336,MED QTR BAC SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,4337,LRG QTR BAC SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,4340,DBL QTR W/BACON,Entrée,OTHERS,OTHERS
MCDNZ,4346,MED DBL QTR BAC SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,4347,LRG DBL QTR BAC SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,4366,DELUXE CHEESEBURGER - O/N,Entrée,OTHERS,OTHERS
MCDNZ,4371,MED DLX CHB SLD VM,Medium EVM,OTHERS,OTHERS
MCDNZ,4380,CONE WITH FLAKE,Desserts,OTHERS,OTHERS
MCDNZ,4393,MED DLX CHB SLD VM,Medium EVM,OTHERS,OTHERS
MCDNZ,4394,LRG DLX CHB SLD VM,Large EVM,OTHERS,OTHERS
MCDNZ,4412,MED DBL BACBBQ CHB CB NP6,Medium EVM,OTHERS,OTHERS
MCDNZ,4440,CHKN  MCCHEESE,Entrée,OTHERS,OTHERS
MCDNZ,4446,MED CHK MCCH SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,4450,HAM CHEESE TSTD SNDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDNZ,4451,HAM CHS TOM TSTD SNDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDNZ,4452,CHS TOM TSTD SNDWICH,McCafe Sandwiches,OTHERS,OTHERS
MCDNZ,4460,MED CHKN MCCHS VM NP6,Medium EVM,OTHERS,OTHERS
MCDNZ,4470,10 CHICKEN BITES,Entrée,OTHERS,OTHERS
MCDNZ,4687,LRG SMOKY BANDIT SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,4709,WARM DBL CHC CAKE DEAL,McCafe Deal,OTHERS,OTHERS
MCDNZ,4740,NY BEEF CLASSIC,Entrée,OTHERS,OTHERS
MCDNZ,5050,SPICY CHICKEN,Entrée,OTHERS,OTHERS
MCDNZ,5124,$2 MED MOCHA,McCafe Hot,OTHERS,OTHERS
MCDNZ,5161,MED HUNGER BUSTER VM,Medium EVM,OTHERS,OTHERS
MCDNZ,5162,LRG HUNGER BUSTER,Large EVM,OTHERS,OTHERS
MCDNZ,5252,HOT CROSS BUN,McCafe Pastries,OTHERS,OTHERS
MCDNZ,5253,HOT CROSS BUN DL,McCafe Deal,OTHERS,OTHERS
MCDNZ,5267,LRG SERIOUS LAMB SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5276,MED MOROCCAN SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5280,LAMB SNACK WRAP,Entrée,OTHERS,OTHERS
MCDNZ,5283,LRG LAMB SNACK CB,Large EVM,OTHERS,OTHERS
MCDNZ,5286,MED LAMB SNACK SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5287,LRG LAMB SNACK SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5312,MED GRAND ANGUS SALAD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5313,LRG GRAND ANGUS SALAD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5317,MED CHEESE SALAD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5318,LRG CHEESE SALAD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5322,MED QTR PNDR SALAD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5327,MED MIGHTY ANGUS SALAD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5328,LRG MIGHTY ANGUS SALAD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5332,MED DBL CHEESE SALAD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5333,LRG DBL CHEESE SALAD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5337,MED MEGA MAC SALAD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5338,LGE MEGA MAC SALAD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5342,MED DOUBLE QTR SALAD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5343,LRG DOUBLE QTR SALAD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5367,MED TRIPLE CHB SALAD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5368,LRG TRIPLE CHB SALAD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5377,MED ANG ALMIGHTY SALAD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5381,SML MAC ATTACK SALAD CB,Small EVM,OTHERS,OTHERS
MCDNZ,5382,MED MAC ATTACK SALAD,Medium EVM,OTHERS,OTHERS
MCDNZ,5383,LRG MAC ATTACK SALAD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5387,MED MAC N CHS SALAD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5388,LRG MAC N CHS SALAD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5392,MED BACON BBQ SALAD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5393,LRG BACON BBQ SALAD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5397,MED DLX CHB SLD LD,VL EVM,OTHERS,OTHERS
MCDNZ,5398,LRG DLX CHB SLD LD,VL EVM,OTHERS,OTHERS
MCDNZ,5400,GARDEN SALAD - O/N,Sides,OTHERS,OTHERS
MCDNZ,5402,MED FILET SALAD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5413,LRG CHKN BSTR SALAD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5416,SML MAC N CHICK SLD CB,Small EVM,OTHERS,OTHERS
MCDNZ,5417,MED MAC N CHK SALAD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5418,LRG MAC N CHK SALAD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5422,MED GRND SERD SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5423,LRG GRND SERD SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5427,MED SRD DLX SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5428,LRG SRD DLX SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5432,MED SRD BAC SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5433,LRG SRD BAC SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5437,MED SRD SNK SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5438,LRG SRD SNK SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5442,MED GRAND CRSP SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5443,LRG GRND CRSP SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5447,MED CSPY DLX SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5448,LRG CSPY DLX SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5452,MED BAC CRSP SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5453,LRG BAC CRSP SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5457,MED CRSP SNK SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5458,LRG CRSP SNK SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5476,SML CHKN CMP SLD CB,Small EVM,OTHERS,OTHERS
MCDNZ,5477,MED CHKN CMP SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5478,LRG CHKN CMP SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5482,MED 10BITES SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5483,LRG 10BITES SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5487,MED 20BITES SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5488,LRG 20BITES SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5492,MED CHK MCCH SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5493,LRG CHK MCCH SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5502,SML CHKN ATTACK SLD,Small EVM,OTHERS,OTHERS
MCDNZ,5503,MED CHKN ATTACK SLD,Medium EVM,OTHERS,OTHERS
MCDNZ,5504,LRG CHKN ATTACK SLD,Large EVM,OTHERS,OTHERS
MCDNZ,5507,MED CRSP CSR SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5508,LRG CRSP CSR SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5511,SML CRSP CHL SLD CB,Small EVM,OTHERS,OTHERS
MCDNZ,5512,MED CRSP CHL SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5513,LRG CRSP CHL SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5521,SML SRD CSR SLD CB,Small EVM,OTHERS,OTHERS
MCDNZ,5522,MED SRD CSR SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5523,LRG SRD CSR SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5527,MED SRD CHL SLD CB,Medium EVM,OTHERS,OTHERS
MCDNZ,5528,LRG SRD CHL SLD CB,Large EVM,OTHERS,OTHERS
MCDNZ,5535,MED CHEESEB SLD LD,VL EVM,OTHERS,OTHERS
MCDNZ,5537,MED GRND ANG SLD LD,VL EVM,OTHERS,OTHERS
MCDNZ,5540,MED CSPY DELUXE SLD LD,VL EVM,OTHERS,OTHERS
MCDNZ,5600,CHKN PLUM PN CB LSM,McCafe Deal,OTHERS,OTHERS
MCDNZ,5601,HAM TOM BRIE PN CB LSM,McCafe Deal,OTHERS,OTHERS
MCDNZ,5602,BAC EGG PN CB LSM,McCafe Deal,OTHERS,OTHERS
MCDNZ,5603,HAM CH T CROIS CB LSM,McCafe Deal,OTHERS,OTHERS
MCDNZ,5604,CH TOM TSTIE CB LSM,McCafe Deal,OTHERS,OTHERS
MCDNZ,5605,HAM CH TSTIE CB LSM,McCafe Deal,OTHERS,OTHERS
MCDNZ,5607,PUMPKIN QUICHE CB LSM,McCafe Sandwiches,OTHERS,OTHERS
MCDNZ,5608,BAC BRIE CB LSM,McCafe Deal,OTHERS,OTHERS
MCDNZ,5609,SAUSAGE ROLL CB LSM,McCafe Deal,OTHERS,OTHERS
MCDNZ,5610,CHKN RN WRAP CB LSM,McCafe Deal,OTHERS,OTHERS
MCDNZ,5611,CHKN PLM WRAP CB LSM,McCafe Deal,OTHERS,OTHERS
MCDNZ,5612,CHKN BRIE SLD CB LSM,McCafe Deal,OTHERS,OTHERS
MCDNZ,5613,HAM SWISS CH CB LSM,McCafe Deal,OTHERS,OTHERS
MCDNZ,6000,Swiss Cheese,Add-ons,OTHERS,OTHERS
MCDNZ,6100,Sce Prem Chkn,Add-ons,OTHERS,OTHERS
MCDNZ,6200,Salad Mix,Add-ons,OTHERS,OTHERS
MCDSG,708850,Toasted Muffin,Bkfast Sides,OTHERS,OTHERS
MCDSG,711007,MDS Breakfast Bundle,Bkfast Family Meals,OTHERS,OTHERS
MCDSG,909021,Brownie,McCafe Pastries,OTHERS,OTHERS
MCDSG,909028,Classic Apple Crumble,McCafe Pastries,OTHERS,OTHERS
MCDSG,909029,Vanilla Cherry Crumble,McCafe Pastries,OTHERS,OTHERS
MCDSG,909047,Set - Oreo Cheese Cake (MSM),McCafe Pastries,OTHERS,OTHERS
MCDSG,909070,Chicken Multigrain,McCafe Sandwiches,OTHERS,OTHERS
MCDSG,909071,Set - Chicken Multigrain,McCafe Sandwiches,OTHERS,OTHERS
MCDSG,909075,Chicken Focaccia,McCafe Sandwiches,OTHERS,OTHERS
MCDSG,909076,Set - Chicken Focaccia,McCafe Sandwiches,OTHERS,OTHERS
MCDSG,909109,McCafe Chocolate Melts,McCafe Pastries,OTHERS,OTHERS
